angle
191.35
247.948
359.991
236.003
241.424
274.271
232.051
51.0073
258.265
56.4789
68.7342
238.407
268.243
15.2267
236.113
285.666
74.1464
263.594
85.2944
194.424
159.178
251.631
72.202
271.863
203.378
210.971
197.405
282.778
253.957
263.439
246.401
246.35
246.61
246.65
245.737
178.048
275.71
75.7362
281.874
65.6838
252.452
252.355
241.242
276.669
241.91
198.561
247.192
67.024
237.884
234.202
195.414
282.003
137.912
233.379
221.036
236.021
286.093
247.623
60.3223
195.771
195.106
239.533
237.398
241.009
235.046
349.595
275.958
98.1798
195.279
9.96033
52.3322
283.682
86.3271
233.889
281.612
250.654
273.613
85.2437
275.465
242.11
192.253
271.455
52.2653
108.042
243.372
349.369
63.6496
234.523
282.189
266.808
133.069
133.24
129.832
67.9959
286.121
85.6747
70.4158
83.694
63.0929
232.847
119.039
283.783
276.339
296.545
197.889
348.511
281.325
85.0091
83.8158
85.4653
84.0083
84.7035
82.5989
87.1976
267.726
286.614
239.092
0.165003
89.9471
260.778
85.7498
132.854
87.5897
285.432
81.3364
94.1597
199.165
88.5516
187.032
87.2598
192.343
88.5595
184.602
242.772
258.766
84.6303
253.694
89.9696
90.4229
87.3487
88.6806
243.638
242.107
87.568
88.3127
3.5718
195.411
90.3675
158.549
59.9305
198.206
233.82
195.296
58.3502
87.1039
56.4977
343.745
56.2651
81.2438
65.9352
39.1002
227.703
74.2867
64.454
281.383
67.777
277.049
279.284
358.503
76.809
285.973
271.544
286.116
158.966
179.795
250.742
48.7723
275.505
241.971
235.324
233.783
234.429
231.931
233.739
234.99
239.86
232.537
234.795
233.587
233.258
233.97
233.894
233.149
239.225
233.399
232.584
58.816
257.495
298.533
243.317
71.6832
87.311
87.5207
71.9836
354.572
233.348
290.439
275.484
60.4382
238.061
197.391
31.3125
281.231
267.331
239.425
40.5374
287.016
196.389
232.496
235.877
90.3519
250.76
86.3296
118.716
353.118
279.589
258.154
285.913
85.2987
195.107
72.3316
281.752
250.683
55.1362
195.412
139.998
270.459
131.548
203.407
87.6424
281.793
59.3859
286.331
192.268
83.4461
276.396
245.613
87.1795
198.61
343.755
93.2402
341.214
290.561
65.3809
62.0922
65.8955
235.275
349.545
133.768
160.073
59.8203
275.173
276.479
274.913
233.671
325.588
89.4167
133.12
271.922
67.2603
197.749
197.5
187.914
237.015
87.5283
280.624
6.7107
55.8739
53.752
286.182
55.6296
-12345
244.773
239.875
162.051
240.944
243.904
40.2667
196.868
279.261
275.63
120.295
261.613
278.378
49.0583
89.3499
285.879
271.523
275.98
63.9681
53.553
220.795
256.25
196.318
257.066
89.9565
60.4324
87.0256
286.66
287.622
237.359
295.778
286.407
68.4275
118.123
264.889
288.894
259.31
281.66
281.861
55.7194
93.0529
47.6424
278.533
256.477
276.355
247.403
247.341
272.102
241.914
237.589
237.428
133.692
270.198
284.314
284.801
199.945
254.109
285.919
242.695
88.9979
285.021
288.226
282.087
197.87
281.144
230.12
122.484
270.741
38.9467
274.931
283.328
265.883
287.088
285.98
285.229
289.57
274.502
278.967
208.356
55.8605
192.67
274.839
133.048
287.389
188.05
284.239
161.252
82.6177
246.723
94.2559
258.312
158.441
129.246
277.994
86.8949
285.221
196.292
237.172
103.778
221.558
277.061
118.975
281.659
88.7284
232.819
236.727
285.333
166.123
237.28
81.4945
78.5411
88.1266
82.3671
85.3159
83.7352
267.592
85.8031
53.5837
87.3122
5.51322
88.2473
87.2838
88.56
87.2239
89.8552
87.5343
87.4764
87.5187
88.3921
197.394
85.7247
280.99
280.767
261.632
275.324
273.791
185.603
238.193
8.57348
240.005
129.783
9.57171
84.787
239.261
87.8222
87.4936
271.687
285.839
88.5792
61.194
69.1536
288.702
90.1746
90.5161
90.4126
87.8801
87.4122
284.896
254.908
119.44
63.597
286.342
235.64
195.573
78.0419
65.8517
235.081
86.3857
57.9322
289.527
279.178
193.778
40.5693
56.5035
282.723
285.774
52.5311
239.171
283.921
69.96
269.233
234.142
245.34
120.399
268.266
278.603
285.858
64.0696
141.756
241.408
270.924
129.434
197.711
270.27
276.943
66.969
257.915
264.946
266.866
237.79
59.2039
284.386
267.888
56.1388
291.855
285.943
278.342
285.49
343.982
88.2827
268.28
199.281
274.052
56.3673
287.688
287.573
293.907
78.9326
133.925
87.0431
60.2566
280.461
280.792
64.5609
271.679
284.458
276.744
82.8493
85.7426
265.676
87.5312
87.7247
84.0194
87.5127
146.043
85.474
222.601
284.904
258.559
275.81
243.38
87.2989
81.2641
81.4255
64.2103
63.7408
89.8306
231.596
282.966
84.1429
87.5246
67.4826
232.482
66.3676
253.581
233.265
286.542
274.154
87.3689
59.6308
268.627
59.4489
264.08
272.835
286.362
274.617
245.941
282.119
245.711
281.343
198.665
286.558
285.296
276.612
66.8931
94.5739
277.296
